case,1,3,7,15,31,63,127
"serial_chain/CasADi/CrocoddylFDDP",0.2437146,1.050337633,2.718308123,3.244271894,16.69617435,108.795418476,838.904623628
"serial_chain/CasADi/CrocoddylIDMPC",0.2337944,0.264543196,0.562443574,1.681563133,8.12663344,52.430935661,372.160768034
"serial_chain/Pinocchio/CrocoddylFDDP",0.7949686,0.246525893,0.660518917,2.112484021,10.942789607,66.815778356,452.140685888
"serial_chain/Pinocchio/CrocoddylIDMPC",0.3000248,0.2922584,0.62570036,1.663753297,9.782866151,60.158043965,441.854810217
"serial_chain/TetraPGA/CrocoddylFDDP",0.1744974,0.222632679,0.612641292,2.655174064,10.330612611,63.75102772,441.331918975
"serial_chain/TetraPGA/CrocoddylIDMPC",0.1135032,0.255972,0.52026224,1.51947033,8.796466914,58.334722802,419.143597986
